order_id,customer_id,product_id,order_quantity,purchased_via,order_delivered,order_returned,order_date
3f317a7b-2e1f-4561-8b36-35649bf61dc0,1d2c85bf-aeac-4400-a061-aec043988722,14357675-2bd3-43c7-87a3-f557f88cab0e,957,amazon,no,False,2023-05-18
4a56a9d7-9db3-44b9-a2da-a244192388be,7613bcbb-a6f9-4821-bb47-e6c53b462d37,7502a148-3c21-44ca-859e-8cf14911cc4b,927,in-store,yes,True,2023-09-23
8f3063d2-33e5-4b0c-8397-19d8aa733956,71700778-e555-4b79-8b28-cf53c37d5647,46c74d45-8134-4d7e-9ba0-fc2d60891791,203,in-store,no,True,2021-09-02
1bff280d-824c-4fe1-8298-1150917f89ea,7b26ec62-bffa-4fab-972e-80c50f647e73,20cfe526-184b-4162-b1fd-d5acff840e7e,468,in-store,no,True,2021-05-28
3e1b3df7-cc1c-4cb6-9cba-d182ab6b8f2a,68f1c5b9-bea0-48ef-ae88-a6b0a1b74566,68ca6139-f6da-4325-b92c-26a90abbab62,1,website,yes,True,2023-05-15
94f5e746-b1ff-403b-b69f-bc1cee94ae4c,865b9f15-0c7a-4ff1-a20c-dc211f9c732c,3a475eb2-e1dc-4538-9dec-e81d3ec8ddc8,926,website,yes,False,2022-05-31
1254f10b-de16-4d81-88b2-7c29c5e9cb56,baa0de2f-a00c-43e5-8f17-2223ba05bc0b,2786db73-2269-4ffd-922c-250b0daa3c4a,688,website,yes,False,2021-12-27
51ece83f-a905-448f-af0a-4022b25294e3,df8785e2-aeb1-41a1-9fc2-16a6cac19684,dc8161c4-2662-4cd5-bd5b-d18df2dfd3df,874,website,no,False,2021-12-24
c1b8b485-7aa3-4275-a2d2-b215b8fe4f23,9bb53514-9ebe-408b-aea4-cd83063cc075,bd61a75d-29e8-45c7-905e-aa570311da7e,829,in-store,no,True,2023-03-04
a85e7bf5-90ee-40c4-8991-825c98f3842a,6bbeb9f2-92c1-4668-9970-2ba067d8d936,f1c33fb7-44f4-4708-af21-768b544111a9,225,website,yes,False,2022-04-21
6ac0fd9a-e563-40dc-a157-b87a1638aaed,2315a26a-0078-4821-af8c-463f43cf9df9,47ee4839-c02b-4b50-8ba3-e956483a2618,425,website,yes,False,2022-09-17
527ea82f-1361-45b0-9528-265a296c67b5,c4ed33fd-5864-44ed-be0c-bb2d72789aa9,0d05a098-c65c-415c-8b26-a61516679fc6,717,website,no,True,2022-02-11
3a528c8c-a4ae-481b-ab2a-f558fc72e157,e6852419-9e3e-40fb-9c32-f17efd459155,b750e9a0-8528-4120-89a7-822473611102,477,amazon,no,True,2023-08-08
c5cb70f0-d4df-40ba-bc13-d735e3d32fef,42ec4949-e62b-4001-8043-14d2902868b8,5e7d27f7-f442-458c-b82a-c2c335b1e474,600,in-store,no,False,2023-11-28
a525963e-5d4e-472a-a40b-d5bca9614131,49c79fc3-d3f3-4afc-8d4e-40eec4df8761,6e2c0888-a42c-47e1-a586-0079ecd20943,109,amazon,yes,False,2023-10-23
ff85a5f5-3876-4520-8bb0-6fb3c382eb29,50e82b17-c7c8-4b52-91a5-ffe9b6918e1c,5a78ca12-e08d-4e71-978c-c411f64bdada,281,website,yes,False,2022-02-13
652e7b53-34e0-45fa-9674-c261c98b2b9e,4bd0d750-7a32-4b91-b45a-2be6be507c8d,3108bfe9-125a-4f52-82ce-4753938a8dae,30,amazon,no,False,2022-12-08
12f7c846-b60d-4cfb-b977-f17be11b7044,7d2ffb17-39cb-4b66-89e2-88ff7804666a,100a3a26-8e43-48a5-b928-49310d6515a4,543,amazon,no,True,2021-03-07
fb3c9b80-0340-4fb7-a133-6507d012a106,8b2d2414-f2a5-41c4-a1e4-acb710f3e883,8c4f87eb-d548-4410-8d2a-57793ddf2f10,89,amazon,yes,False,2023-09-03
2b3de225-9b0f-4eb2-b161-b926c8e7fb45,625a0cfd-7f0e-456f-b7e1-29a39002ce89,1023a728-a70b-4674-9029-9a4faefe9cfe,23,amazon,yes,True,2021-10-23
597a2116-c092-4ee2-be17-be9590256ea3,038ab3de-7028-456b-b3e3-465ca8b71630,9ade67e6-1900-4234-86d8-cec7411accfd,675,website,yes,False,2023-05-27
38b261ae-fcbb-4944-9279-085eaad36d26,c3e9b403-2a05-477e-9d4e-c94b56946c0c,eb188ac2-8806-4966-a216-4c3f9ad44ed6,514,amazon,no,True,2023-04-13
862ce050-4859-4e57-87bf-580588f8b347,a51ad477-34b7-4a1c-801e-fa2449ee7677,46dc1c3e-f644-4030-9987-d7803fa75251,390,in-store,no,False,2022-10-18
6715cb41-1008-4186-9814-b59bb76da754,366afcf3-f775-42db-aef7-76e35f631711,e4eca239-b2e3-41e6-87c4-de0660337099,126,website,yes,False,2021-05-17
0aa7c1cd-ce27-495a-9eba-0b5058b58724,cb9b5208-ebd7-4c99-9768-12f0d3506daa,b022f2ae-1155-4b24-8519-9c9e848d2027,138,amazon,yes,False,2023-03-23
489c5aa3-5954-479f-a6a6-47ed87a8a531,b3036a14-82b7-4ea7-8d03-6c75086ee9d6,e69c024d-6b40-4738-9852-4aa81a6aa944,600,amazon,yes,False,2022-04-14
bc5a1581-08d2-4e92-9d1e-096a0a563a2e,2b0b9aa6-4bf2-45d1-bef0-2735593d9338,962b5516-6f90-46bb-9f8b-7104d142793f,28,website,no,True,2022-10-28
828b504e-752c-4ee0-87d8-00300e5c786b,18914139-a3c5-4d35-9bff-eedd26e5a39f,02dc868c-84ff-497b-9fce-9ef6b8426cba,663,in-store,no,True,2022-02-01
aa956cea-21ee-4946-aa0d-543ef94bdcb7,3dffe57c-df59-4c7a-ab1e-b95715f8e88f,a4d1b5be-4d2f-4f98-833d-bb5cdfc026b6,424,amazon,no,False,2023-03-07
1470ae61-aba3-4f97-93e6-816484d1648b,3d966c7a-9a10-4e54-8d0b-e43c9d4b15fb,20cadbad-3e3e-4c85-adf7-0e0b3471bf24,69,in-store,no,False,2022-03-10
90ad1d54-4d4d-4a1d-9b1c-05e85b6cd9d7,a0f2bb00-d15e-4795-9a7f-267c4cb3fea9,2c6cad60-4fbe-4388-8876-eaa7bfef6331,998,amazon,no,True,2022-06-01
a156db18-2995-4a5d-aeb4-01aa7a72e031,2a13c750-8cfe-4d71-881f-8110eb5b2c63,7eaf0ea6-f470-4044-a0b4-3e95ec90db02,515,website,no,False,2023-05-10
3f6ce286-ef3c-4829-93a0-a0131bf88754,5de2562e-56b0-415d-b35a-05674f0da397,8b6aa0c3-98de-4e97-b2bc-625bc82d9ad9,818,amazon,no,False,2021-02-02
4af96e1a-8044-46a0-bfa1-a3fa8b8bf7c4,d9a581ac-ee49-4ac1-901a-061218ab3d13,5ae46aa3-2766-4e71-b1ae-7c38858b6c5c,273,in-store,yes,True,2021-02-14
f6513a04-9232-49d7-be5b-bfc58c45c506,7d2ffb17-39cb-4b66-89e2-88ff7804666a,0178256c-3e47-4eb2-b101-70d51eab3974,126,website,yes,False,2023-05-15
ef6569dd-0037-440e-a2f2-833890925d79,b00518df-c938-45a3-b9f2-b5c860d72b0b,15d635e8-7947-4b39-94c6-03560e099f1c,661,website,yes,False,2023-07-28
7cef722c-72b3-41ee-8349-9b4dc7f7b333,c2868872-a7f5-4d4d-8b30-f4fef656c9d4,7502a148-3c21-44ca-859e-8cf14911cc4b,286,in-store,yes,False,2021-09-29
77ffbaf6-5cde-4e9f-b9b5-a415770b4135,b00518df-c938-45a3-b9f2-b5c860d72b0b,2f968aae-ecaf-48fd-89cd-593ed7f622a9,51,website,no,True,2021-09-13
a57e824d-23f5-411e-90e5-a0e5222bac02,bba054ee-fdcc-4417-a1bd-151127c12a40,c00cbf2d-9332-447a-9b45-dabf442bf382,152,amazon,yes,True,2022-06-07
39d1acf2-3df7-40e1-909c-743efa1b6e2f,4d3bab8d-87d9-47d2-ab9f-86874d28a566,d8c5dc07-de72-44cb-a2c8-dd0798fecf23,334,in-store,yes,True,2021-05-27
55ee5779-8cf7-46bf-a7eb-da871498a35f,5c3d75bc-2e3c-4379-9006-824f318d8b09,d713e7ec-bfd3-42ec-8f58-ed48fa091e48,148,website,no,True,2023-07-07
956dfd53-0268-4c6a-adf5-5484ae2f39ac,5ce19ef0-c68e-4951-9ff5-dc4f0a6d661e,118b7fe3-0ada-4333-84d2-7bc6f006924d,453,website,no,False,2021-06-19
6d4f4d3f-0d48-43a0-8b28-c40b92ad079d,189b853c-9e34-462f-a1bf-a8bf0435cd3b,d6483d6f-5879-42b9-af7f-bca7b86a2742,48,in-store,yes,False,2023-03-08
fcac7242-98ee-43b3-89ea-dc7d4f8a3299,65e5c804-3b41-4e6f-a4a0-fb2d87e88b05,da9f829f-6354-4678-9f37-14670faa876c,31,amazon,yes,True,2022-01-13
23c91473-d4ae-4af1-a684-64aaff890802,800ba7d5-68e1-4213-a143-d73c3f298751,8fd4b141-8ffa-4052-9422-c285cffea32d,595,amazon,yes,False,2022-04-15
6c65e6b8-3c27-4139-8447-03c40be4ea4d,b58de94c-871e-42de-ab74-1d0d321ea928,02ebd27c-381d-484f-8644-5f754f1cb52d,350,amazon,no,True,2023-01-05
eb22faec-0938-4e3b-b54a-d575910e38f7,97c98904-521f-45c1-afb3-f95f9c070e61,0605f5d3-ffce-41f5-b989-6154b9d16ea0,325,amazon,no,True,2022-02-13
c79c4b3a-5e73-4bc9-80f0-8361e602c17d,401bc03d-a2e9-4d77-8c8b-7c2dc6c39893,b1db9f95-1fc6-4071-aba3-7674ccc15cc4,644,in-store,no,True,2022-01-27
15a0d65f-5bcf-4264-8720-901c4074d7e8,5de2562e-56b0-415d-b35a-05674f0da397,837fdb0c-8d80-4ed8-a120-fa4f89c8293c,504,website,no,True,2021-10-14
4f6da1f6-1508-40bb-8398-5a38d8ab289f,007c1ad6-8c1c-47f5-9866-d9395eca7bac,a997c31c-ab31-4580-9420-ec8715b46058,778,in-store,yes,False,2023-03-26
4b2f0587-4b4d-4dd9-bdbe-fdc0bb2abdc3,9eb8e929-8a8b-41c8-a8d6-f17706e58dd9,94aa11a8-685f-466f-95ea-0f1cce058e79,282,website,yes,False,2021-05-17
bb8993ba-692d-49fb-8c21-cd567fa2436b,d5c2e31c-3d12-4657-a441-70c67b2f44dd,52cbcd7b-2388-45c9-a8f1-3ad0baafa4c0,841,website,no,True,2022-03-17
1b9487d5-806e-40f8-821c-950a1af3beb4,07d2de82-e015-410a-bc82-e9b3f424b33a,f1c33fb7-44f4-4708-af21-768b544111a9,687,amazon,yes,False,2021-12-31
e4543e20-9106-42fc-b91d-e7f7f29b7520,684a0bae-4f14-4982-a252-17d49b091c63,3d98200b-7027-4a34-88df-29fbfd8bb162,439,website,no,False,2022-01-01
06e6227e-738f-435a-b976-ef3b89582a5e,3395e354-ca7f-4b95-afae-ae9c067286ae,b3cc26ef-aa53-4730-b984-56684b57c20b,818,website,yes,False,2022-07-10
afec1759-18c3-4e9d-b909-3674cdbe8e12,86510914-3502-43e3-b8eb-91c147697aeb,32962e18-e4a7-4022-8efa-d26c07ad64ed,362,website,no,False,2021-09-28
d2f7a95d-d841-4a76-86f3-10a1784e45d6,253e5bc3-801f-4252-be98-635a3c63d25c,c51cbdb2-0132-40d7-a692-b8837b74eb9b,787,amazon,no,True,2023-01-29
90c3a431-869f-4d3b-af91-e154d699c2c9,a89aa9a5-0e82-42b1-a530-da0a5d8f5cb7,f648924f-bb6d-4d70-a079-b81b59145ac3,538,website,yes,False,2021-08-19
d2016596-e1ea-4793-8ac1-471d6bae0175,86510914-3502-43e3-b8eb-91c147697aeb,2f968aae-ecaf-48fd-89cd-593ed7f622a9,523,in-store,no,False,2023-09-15
6c3e53fc-26b9-47c7-aeeb-738b6b18b289,f8b9632c-3551-4505-b1f0-7231c07b5fee,3cf032b8-80a3-429e-b45a-411a950adb24,221,amazon,yes,True,2022-08-11
53fbaace-e944-4b4f-b722-c003ddfa3c17,84f84c7f-ed5c-4b17-83fb-d8bd6aca7b53,9ea9d988-3b50-4672-a8a8-b35f3d82f966,177,website,yes,False,2022-06-03
ab335753-0f52-4a37-a66c-eb8865cca171,97c98904-521f-45c1-afb3-f95f9c070e61,63c7557e-c8a9-4c52-836c-08c73aeb1aea,372,in-store,yes,True,2023-02-10
2d3b99b9-9fee-4ba1-a93c-4268df564e22,852f30ce-1eca-4250-87cb-c02080095c97,db99a738-3c2e-41eb-a5af-71b70e7780e2,690,website,no,True,2023-02-14
77822245-cc56-4a4c-8d75-5575ba7b45fe,c2917eab-a210-462c-b4c3-6bcc759863c7,8c6385aa-40a4-4778-a760-fbd089d515f0,238,in-store,no,False,2022-09-25
6e537c8b-d0af-4648-aa9d-4d46d8d5aeea,753c7bbe-22f5-4fa4-9570-45d14a874550,118b7fe3-0ada-4333-84d2-7bc6f006924d,581,in-store,yes,True,2022-06-28
f5a23578-3a8e-49a0-9e74-37e3800d030a,df8785e2-aeb1-41a1-9fc2-16a6cac19684,0404b90c-3405-47f9-ba14-ac873b416d56,672,in-store,yes,False,2022-04-04
5affa5eb-11bb-4d61-bff0-6e0cd255fb42,d6c3c966-e678-491b-a2a2-9b50116eb0b7,fe133f89-2412-4f02-bea2-fb4d4a0d37ef,313,amazon,no,True,2023-06-30
3f0f4344-16d7-4575-809c-ef0d6fb4d108,65e5c804-3b41-4e6f-a4a0-fb2d87e88b05,3cf032b8-80a3-429e-b45a-411a950adb24,643,amazon,no,True,2023-09-18
